"","id","sp","trait"
"441","156355","spp_313",0.328809612197801
"444","573357","spp_1147",0.30099816294387
"447","387809","spp_776",0.332760281395167
"449","310628","spp_622",0.265452473191544
"450","393648","spp_788",0.236501983366907
"452","367227","spp_735",0.24207215057686
"455","398961","spp_798",0.284870241302997
"456","355956","spp_712",0.326656053075567
"460","576348","spp_1153",0.267553218873218
"468","459855","spp_920",0.345310757867992
"470","212771","spp_426",0.258066535694525
"474","545967","spp_1092",0.34660731186159
"475","927336","spp_1855",0.275777772767469
"476","350082","spp_701",0.296404224121943
"478","281163","spp_563",0.31234718975611
"483","35270","spp_71",0.332418782170862
"486","533128","spp_1067",0.404434646014124
"489","306143","spp_613",0.350183507427573
"492","375751","spp_752",0.328151389956474
"496","367208","spp_735",0.24207215057686
"500","891453","spp_1783",0.363819611025974
"506","338404","spp_677",0.275677727768198
"507","497750","spp_996",0.314954133471474
"510","73150","spp_147",0.279738073702902
"516","219317","spp_439",0.370697938837111
"518","290079","spp_581",0.274769939016551
"533","88933","spp_178",0.361292689107358
"535","626279","spp_1253",0.246588193578646
"541","258206","spp_517",0.304169326322153
"542","277659","spp_556",0.221694211941212
"545","447934","spp_896",0.1957995116245
"553","312359","spp_625",0.377021747408435
"558","10895","spp_22",0.379753580549732
"561","979420","spp_1959",0.284526522271335
"564","488011","spp_977",0.287117038387805
"575","997485","spp_1995",0.241801214404404
"576","617078","spp_1235",0.332645846996456
"579","539857","spp_1080",0.273029030533507
"580","258422","spp_517",0.304169326322153
"582","85085","spp_171",0.272912075510249
"585","149308","spp_299",0.318494118517265
"586","145027","spp_291",0.309805518016219
"587","350095","spp_701",0.296404224121943
"588","288923","spp_578",0.202145392075181
"589","568900","spp_1138",0.283859321614727
"590","888157","spp_1777",0.357934308005497
"594","755343","spp_1511",0.30964243481867
"595","595413","spp_1191",0.221962591167539
"596","840184","spp_1681",0.289768507704139
"597","173932","spp_348",0.160320617025718
"598","754511","spp_1510",0.437638940988109
"601","480379","spp_961",0.362648454494774
"604","957523","spp_1916",0.288496036315337
"605","338041","spp_677",0.275677727768198
"609","613834","spp_1228",0.306731966556981
"610","42323","spp_85",0.360986853716895
"614","398955","spp_798",0.284870241302997
"617","110556","spp_222",0.287850733380765
"618","829454","spp_1659",0.283282096032053
"619","780372","spp_1561",0.363238910678774
"620","243089","spp_487",0.322000056738034
"622","166786","spp_334",0.17464194772765
"624","261679","spp_524",0.212277892511338
"628","667274","spp_1335",0.321500947000459
"630","321419","spp_643",0.378489071968943
"636","798987","spp_1598",0.307144009042531
"642","338339","spp_677",0.275677727768198
"651","625363","spp_1251",0.264956542989239
"653","646737","spp_1294",0.343917249003425
"654","888009","spp_1777",0.357934308005497
"657","172596","spp_346",0.351143214385957
"659","407769","spp_816",0.292624251917005
"663","350095","spp_701",0.296404224121943
"664","258786","spp_518",0.338162320200354
"667","166786","spp_334",0.17464194772765
"669","978187","spp_1957",0.294080661144108
"671","528364","spp_1057",0.309350029798225
"672","401713","spp_804",0.338667798088863
"673","266141","spp_533",0.257707500131801
"675","698853","spp_1398",0.298493659123778
"676","480832","spp_962",0.471938417991623
"677","698872","spp_1398",0.298493659123778
"681","421787","spp_844",0.326822330709547
"683","41850","spp_84",0.360225877957419
"684","439145","spp_879",0.364738662960008
"685","631340","spp_1263",0.367847671266645
"686","297219","spp_595",0.249756756005809
"687","732470","spp_1465",0.376035615568981
"688","375733","spp_752",0.328151389956474
"689","611107","spp_1223",0.269733987050131
"690","787655","spp_1576",0.391904608113691
"692","127662","spp_256",0.254925041459501
"693","628164","spp_1257",0.252899024169892
"705","434242","spp_869",0.283052703132853
"706","736883","spp_1474",0.347926349844784
"707","326149","spp_653",0.284540017833933
"708","956337","spp_1913",0.278905377490446
"710","446935","spp_894",0.275138580705971
"711","86056","spp_173",0.342362202471122
"713","896238","spp_1793",0.252995006041601
"725","258879","spp_518",0.338162320200354
"736","780474","spp_1561",0.363238910678774
"737","573146","spp_1147",0.30099816294387
"739","934292","spp_1869",0.404742210637778
"743","73186","spp_147",0.279738073702902
"745","830477","spp_1661",0.269723894074559
"750","666047","spp_1333",0.376112996367738
"752","383894","spp_768",0.330259051639587
"756","41965","spp_84",0.360225877957419
"762","338441","spp_677",0.275677727768198
"764","127526","spp_256",0.254925041459501
"766","394066","spp_789",0.286502055125311
"767","73429","spp_147",0.279738073702902
"773","818820","spp_1638",0.272625819779932
"775","760888","spp_1522",0.244028264656663
"776","215326","spp_431",0.380451056407765
"778","229556","spp_460",0.303707304876298
"779","375700","spp_752",0.328151389956474
"781","49975","spp_100",0.335040841018781
"782","983209","spp_1967",0.365815511904657
"784","458563","spp_918",0.260825163219124
"785","531217","spp_1063",0.313478997908533
"786","190050","spp_381",0.391308368183672
"789","244960","spp_490",0.259576419834048
"790","403933","spp_808",0.298484456259757
"791","68706","spp_138",0.249119259417057
"794","837912","spp_1676",0.337778843706474
"799","475199","spp_951",0.371444566175342
"802","21892","spp_44",0.184969338588417
"803","943867","spp_1888",0.349006871692836
"806","41941","spp_84",0.360225877957419
"811","256147","spp_513",0.251598143717274
"812","151793","spp_304",0.254803674528375
"813","130376","spp_261",0.308268239954486
"818","698967","spp_1398",0.298493659123778
"822","427609","spp_856",0.332635909784585
"824","207014","spp_415",0.35155316744931
"827","307641","spp_616",0.299083581427112
"829","29936","spp_60",0.335831823991612
"830","401823","spp_804",0.338667798088863
"834","647799","spp_1296",0.33311234251596
"837","811630","spp_1624",0.28019683691673
"838","488105","spp_977",0.287117038387805
"840","639029","spp_1279",0.27573649934493
"843","398961","spp_798",0.284870241302997
"844","379100","spp_759",0.347392746713012
"845","891113","spp_1783",0.363819611025974
"847","226174","spp_453",0.218074488453567
"850","458563","spp_918",0.260825163219124
"852","244960","spp_490",0.259576419834048
"855","647668","spp_1296",0.33311234251596
"856","414146","spp_829",0.211357426829636
"858","551628","spp_1104",0.280467389849946
"859","931451","spp_1863",0.40187656134367
"862","212740","spp_426",0.258066535694525
"866","830169","spp_1661",0.269723894074559
"869","383895","spp_768",0.330259051639587
"870","717393","spp_1435",0.364045967813581
"876","114388","spp_229",0.325307475635782
"882","428095","spp_857",0.269468737998977
"883","667830","spp_1336",0.396804011892527
"886","307699","spp_616",0.299083581427112
"887","957523","spp_1916",0.288496036315337
"888","229767","spp_460",0.303707304876298
"889","861021","spp_1723",0.358822154579684
"893","628078","spp_1257",0.252899024169892
"894","469781","spp_940",0.276404356351122
"895","397275","spp_795",0.326562076807022
"896","838251","spp_1677",0.3382122234907
"897","200237","spp_401",0.328124546445906
"900","266029","spp_533",0.257707500131801
"904","861442","spp_1723",0.358822154579684
"905","778309","spp_1557",0.329684880329296
"908","114425","spp_229",0.325307475635782
"911","49887","spp_100",0.335040841018781
"912","394007","spp_789",0.286502055125311
"913","781972","spp_1564",0.420534122735262
"914","304720","spp_610",0.396362992469221
"915","550173","spp_1101",0.377228437922895
"916","628010","spp_1257",0.252899024169892
"920","487443","spp_975",0.279373564524576
"922","383571","spp_768",0.330259051639587
"930","589052","spp_1179",0.251392020145431
"931","640433","spp_1281",0.218920671846718
"932","978187","spp_1957",0.294080661144108
"935","29836","spp_60",0.335831823991612
"941","778131","spp_1557",0.329684880329296
"944","760951","spp_1522",0.244028264656663
"945","375835","spp_752",0.328151389956474
"952","891324","spp_1783",0.363819611025974
"959","513025","spp_1027",0.259919468080625
"960","997052","spp_1995",0.241801214404404
"962","983074","spp_1967",0.365815511904657
"963","55630","spp_112",0.280615429859608
"965","369846","spp_740",0.250602392712608
"974","625222","spp_1251",0.264956542989239
"975","264176","spp_529",0.221823102096096
"977","193113","spp_387",0.349759106058627
"978","666492","spp_1333",0.376112996367738
"979","904020","spp_1809",0.322147892555222
"981","365451","spp_731",0.288653412600979
"983","379066","spp_759",0.347392746713012
"987","342865","spp_686",0.327542260056362
"988","55587","spp_112",0.280615429859608
"989","576202","spp_1153",0.267553218873218
"994","147797","spp_296",0.234177146106958
"996","148900","spp_298",0.355959011008963
"998","718680","spp_1438",0.248953089816496
"1003","321183","spp_643",0.378489071968943
"1006","229662","spp_460",0.303707304876298
"1007","127832","spp_256",0.254925041459501
"1009","35352","spp_71",0.332418782170862
"1016","812898","spp_1626",0.223491510609165
"1019","174511","spp_350",0.281697742408141
"1020","355597","spp_712",0.326656053075567
"1024","42410","spp_85",0.360986853716895
"1027","69364","spp_139",0.288534032646567
"1030","367227","spp_735",0.24207215057686
"1031","151691","spp_304",0.254803674528375
"1033","436851","spp_874",0.222990512382239
"1035","96034","spp_193",0.337953590555117
"1037","835615","spp_1672",0.287222498096526
"1041","642958","spp_1286",0.258418577024713
"1042","539617","spp_1080",0.273029030533507
"1043","190470","spp_381",0.391308368183672
"1046","35401","spp_71",0.332418782170862
"1047","315882","spp_632",0.297238280531019
"1051","515899","spp_1032",0.260669267037883
"1056","816492","spp_1633",0.340225962223485
"1057","69305","spp_139",0.288534032646567
"1058","70818","spp_142",0.326087945140898
"1063","12133","spp_25",0.295931008644402
"1067","657460","spp_1315",0.279300084803253
"1069","584160","spp_1169",0.351505522150546
"1070","499110","spp_999",0.268041123403236
"1082","835680","spp_1672",0.287222498096526
"1083","919152","spp_1839",0.291171630145982
"1085","210700","spp_422",0.318656120914966
"1089","864349","spp_1729",0.225739849498495
"1091","564153","spp_1129",0.296480393735692
"1092","315006","spp_631",0.306215226883069
"1096","131741","spp_264",0.380760544678196
"1100","944578","spp_1890",0.246899982914329
"1103","229766","spp_460",0.303707304876298
"1105","564790","spp_1130",0.324945674976334
"1107","550257","spp_1101",0.377228437922895
"1109","290101","spp_581",0.274769939016551
"1110","864886","spp_1730",0.259795221732929
"1121","297455","spp_595",0.249756756005809
"1127","277067","spp_555",0.246749425772578
"1128","100466","spp_201",0.157163736410439
"1129","667002","spp_1335",0.321500947000459
"1135","123553","spp_248",0.352873016148806
"1137","698967","spp_1398",0.298493659123778
"1138","398983","spp_798",0.284870241302997
"1140","573282","spp_1147",0.30099816294387
"1144","110556","spp_222",0.287850733380765
"1145","778201","spp_1557",0.329684880329296
"1146","693265","spp_1387",0.218341443454847
"1147","904082","spp_1809",0.322147892555222
"1148","881419","spp_1763",0.30473552737385
"1149","346605","spp_694",0.310100218513981
"1151","956293","spp_1913",0.278905377490446
"1152","189379","spp_379",0.247067403746769
"1157","418900","spp_838",0.197116789640859
"1160","669411","spp_1339",0.231682914542034
"1161","931220","spp_1863",0.40187656134367
"1166","607701","spp_1216",0.327005027560517
"1167","346521","spp_694",0.310100218513981
"1169","55645","spp_112",0.280615429859608
"1172","798662","spp_1598",0.307144009042531
"1174","215297","spp_431",0.380451056407765
"1175","310966","spp_622",0.265452473191544
"1176","70859","spp_142",0.326087945140898
"1179","835524","spp_1672",0.287222498096526
"1185","997052","spp_1995",0.241801214404404
"1188","275735","spp_552",0.372863520169631
"1189","427609","spp_856",0.332635909784585
"1193","919455","spp_1839",0.291171630145982
"1194","838112","spp_1677",0.3382122234907
"1198","731670","spp_1464",0.339527912205085
"1200","427773","spp_856",0.332635909784585
"1203","342163","spp_685",0.36970187863335
"1207","96422","spp_193",0.337953590555117
"1208","624637","spp_1250",0.205650996882468
"1213","488078","spp_977",0.287117038387805
"1216","564852","spp_1130",0.324945674976334
"1219","562917","spp_1126",0.409268469782546
"1221","146810","spp_294",0.252481982577592
"1223","73131","spp_147",0.279738073702902
"1225","731725","spp_1464",0.339527912205085
"1230","778131","spp_1557",0.329684880329296
"1231","297598","spp_596",0.339816033840179
"1232","662556","spp_1326",0.308856933144853
"1236","438234","spp_877",0.369774459162727
"1238","576020","spp_1153",0.267553218873218
"1240","793415","spp_1587",0.328201092081144
"1242","487468","spp_975",0.279373564524576
"1253","647594","spp_1296",0.33311234251596
"1256","659673","spp_1320",0.286481809336692
"1259","568650","spp_1138",0.283859321614727
"1260","933467","spp_1867",0.308798604644835
"1261","342637","spp_686",0.327542260056362
"1262","631012","spp_1263",0.367847671266645
"1263","448156","spp_897",0.419699385063723
"1265","427609","spp_856",0.332635909784585
"1266","49871","spp_100",0.335040841018781
"1268","41647","spp_84",0.360225877957419
"1269","654809","spp_1310",0.288548931479454
"1271","643514","spp_1288",0.25048599136062
"1280","728147","spp_1457",0.217176362406462
"1282","724372","spp_1449",0.34364330326207
"1284","956261","spp_1913",0.278905377490446
"1289","86057","spp_173",0.342362202471122
"1290","573071","spp_1147",0.30099816294387
"1296","638452","spp_1277",0.248212916543707
"1297","151980","spp_304",0.254803674528375
"1299","707056","spp_1415",0.380127796670422
"1300","837037","spp_1675",0.186008332995698
"1301","281443","spp_563",0.31234718975611
"1311","724175","spp_1449",0.34364330326207
"1313","844317","spp_1689",0.229024127591401
"1316","147784","spp_296",0.234177146106958
"1321","394378","spp_789",0.286502055125311
"1322","568955","spp_1138",0.283859321614727
"1323","79036","spp_159",0.252226697979495
"1328","647699","spp_1296",0.33311234251596
"1329","458563","spp_918",0.260825163219124
"1332","471325","spp_943",0.30330143426545
"1336","961135","spp_1923",0.2914060393814
"1338","428384","spp_857",0.269468737998977
"1340","315817","spp_632",0.297238280531019
"1342","613703","spp_1228",0.306731966556981
"1344","423369","spp_847",0.230580438161269
"1345","381472","spp_763",0.220296441111714
"1347","315995","spp_632",0.297238280531019
"1351","961136","spp_1923",0.2914060393814
"1356","912892","spp_1826",0.374086470110342
"1359","607941","spp_1216",0.327005027560517
"1360","346901","spp_694",0.310100218513981
"1362","567134","spp_1135",0.226771206827834
"1366","469960","spp_940",0.276404356351122
"1367","172747","spp_346",0.351143214385957
"1373","615253","spp_1231",0.348943753633648
"1375","35282","spp_71",0.332418782170862
"1385","149125","spp_299",0.318494118517265
"1388","864713","spp_1730",0.259795221732929
"1389","146810","spp_294",0.252481982577592
"1392","329260","spp_659",0.266170382034034
"1394","227087","spp_455",0.334283992182463
"1395","584423","spp_1169",0.351505522150546
"1396","760823","spp_1522",0.244028264656663
"1397","717442","spp_1435",0.364045967813581
"1399","820002","spp_1641",0.40327965747565
"1400","70987","spp_142",0.326087945140898
"1401","545795","spp_1092",0.34660731186159
"1403","720328","spp_1441",0.29903563670814
"1404","266422","spp_533",0.257707500131801
"1407","333432","spp_667",0.233851863769814
"1412","531240","spp_1063",0.313478997908533
"1415","172895","spp_346",0.351143214385957
"1416","570423","spp_1141",0.196994591737166
"1417","861436","spp_1723",0.358822154579684
"1420","310862","spp_622",0.265452473191544
"1422","979420","spp_1959",0.284526522271335
"1429","243048","spp_487",0.322000056738034
"1434","127909","spp_256",0.254925041459501
"1436","532943","spp_1066",0.226867447374389
"1439","383894","spp_768",0.330259051639587
"1441","657541","spp_1316",0.363490921910852
"1442","439312","spp_879",0.364738662960008
"1444","934642","spp_1870",0.202853272436187
"1446","840366","spp_1681",0.289768507704139
"1447","818780","spp_1638",0.272625819779932
"1448","435769","spp_872",0.261502943467349
"1455","326358","spp_653",0.284540017833933
"1458","438255","spp_877",0.369774459162727
"1462","164597","spp_330",0.244810323929414
"1463","267542","spp_536",0.203953108517453
"1464","659680","spp_1320",0.286481809336692
"1466","682966","spp_1366",0.362224606564268
"1470","326272","spp_653",0.284540017833933
"1474","315462","spp_631",0.306215226883069
"1475","640433","spp_1281",0.218920671846718
"1479","619500","spp_1239",0.370867818128318
"1483","488039","spp_977",0.287117038387805
"1486","434356","spp_869",0.283052703132853
"1488","171621","spp_344",0.333307022927329
"1489","281134","spp_563",0.31234718975611
"1493","830472","spp_1661",0.269723894074559
"1497","243115","spp_487",0.322000056738034
"1498","983269","spp_1967",0.365815511904657
"1499","297818","spp_596",0.339816033840179
"1501","673950","spp_1348",0.370349382050335
"1502","130417","spp_261",0.308268239954486
"1503","915440","spp_1831",0.36438875971362
"1505","524050","spp_1049",0.358443386154249
"1508","148795","spp_298",0.355959011008963
"1509","212771","spp_426",0.258066535694525
"1511","326353","spp_653",0.284540017833933
"1513","668702","spp_1338",0.384858816396445
"1514","757049","spp_1515",0.350367305567488
"1516","375657","spp_752",0.328151389956474
"1517","166786","spp_334",0.17464194772765
"1519","278130","spp_557",0.339411534601822
"1521","499187","spp_999",0.268041123403236
"1525","383545","spp_768",0.330259051639587
"1529","258391","spp_517",0.304169326322153
"1535","297468","spp_595",0.249756756005809
"1537","453246","spp_907",0.389689369592816
"1541","645270","spp_1291",0.35604981915094
"1543","820294","spp_1641",0.40327965747565
"1545","151980","spp_304",0.254803674528375
"1547","892385","spp_1785",0.27924171788618
"1548","428028","spp_857",0.269468737998977
"1550","357355","spp_715",0.358323369873688
"1551","275735","spp_552",0.372863520169631
"1552","297818","spp_596",0.339816033840179
"1553","673690","spp_1348",0.370349382050335
"1557","650997","spp_1302",0.160962998867035
"1558","172521","spp_346",0.351143214385957
"1563","258818","spp_518",0.338162320200354
"1564","625232","spp_1251",0.264956542989239
"1568","458583","spp_918",0.260825163219124
"1570","573357","spp_1147",0.30099816294387
"1573","732399","spp_1465",0.376035615568981
"1574","70818","spp_142",0.326087945140898
"1577","427609","spp_856",0.332635909784585
"1582","608252","spp_1217",0.279783666599542
"1584","539925","spp_1080",0.273029030533507
"1591","365472","spp_731",0.288653412600979
"1594","438163","spp_877",0.369774459162727
"1595","247114","spp_495",0.273355956189334
"1597","258373","spp_517",0.304169326322153
"1599","451073","spp_903",0.194632096216083
"1600","933231","spp_1867",0.308798604644835
"1601","265907","spp_532",0.240929124178365
"1606","919455","spp_1839",0.291171630145982
"1612","151691","spp_304",0.254803674528375
"1613","164971","spp_330",0.244810323929414
"1616","446959","spp_894",0.275138580705971
"1617","835935","spp_1672",0.287222498096526
"1623","672338","spp_1345",0.285721816122532
"1625","466161","spp_933",0.311658577760682
"1630","275831","spp_552",0.372863520169631
"1632","147979","spp_296",0.234177146106958
"1635","243278","spp_487",0.322000056738034
"1636","319538","spp_640",0.288170275278389
"1638","626368","spp_1253",0.246588193578646
"1641","235419","spp_471",0.415633768541738
"1644","466193","spp_933",0.311658577760682
"1645","190050","spp_381",0.391308368183672
"1647","662737","spp_1326",0.308856933144853
"1648","21892","spp_44",0.184969338588417
"1650","29873","spp_60",0.335831823991612
"1651","933040","spp_1867",0.308798604644835
"1652","339818","spp_680",0.232418525731191
"1654","207135","spp_415",0.35155316744931
"1655","625027","spp_1251",0.264956542989239
"1658","346658","spp_694",0.310100218513981
"1659","417351","spp_835",0.314226427581161
"1661","458871","spp_918",0.260825163219124
"1663","919293","spp_1839",0.291171630145982
"1668","149916","spp_300",0.260401582578197
"1672","241597","spp_484",0.363528111483902
"1674","172734","spp_346",0.351143214385957
"1678","301111","spp_603",0.331264936830848
"1682","669319","spp_1339",0.231682914542034
"1684","624447","spp_1249",0.45607492281124
"1685","339818","spp_680",0.232418525731191
"1691","23824","spp_48",0.328738661948591
"1693","229789","spp_460",0.303707304876298
"1694","278233","spp_557",0.339411534601822
"1695","70934","spp_142",0.326087945140898
"1696","979431","spp_1959",0.284526522271335
"1697","513219","spp_1027",0.259919468080625
"1702","35451","spp_71",0.332418782170862
"1706","815691","spp_1632",0.333504476584494
"1709","551931","spp_1104",0.280467389849946
"1710","838054","spp_1677",0.3382122234907
"1713","977205","spp_1955",0.363543333020061
"1714","939733","spp_1880",0.15934533928521
"1717","114141","spp_229",0.325307475635782
"1727","315008","spp_631",0.306215226883069
"1728","229982","spp_460",0.303707304876298
"1730","332012","spp_665",0.375678528333083
"1733","310726","spp_622",0.265452473191544
"1739","576015","spp_1153",0.267553218873218
"1741","915281","spp_1831",0.36438875971362
"1743","628078","spp_1257",0.252899024169892
"1744","490072","spp_981",0.390861162217334
"1750","229724","spp_460",0.303707304876298
"1751","835863","spp_1672",0.287222498096526
"1753","29873","spp_60",0.335831823991612
"1760","824372","spp_1649",0.305611939635128
"1762","369718","spp_740",0.250602392712608
"1767","145175","spp_291",0.309805518016219
"1768","398961","spp_798",0.284870241302997
"1770","229543","spp_460",0.303707304876298
"1772","881151","spp_1763",0.30473552737385
"1773","956253","spp_1913",0.278905377490446
"1777","698872","spp_1398",0.298493659123778
"1783","212814","spp_426",0.258066535694525
"1789","414082","spp_829",0.211357426829636
"1790","12133","spp_25",0.295931008644402
"1794","882688","spp_1766",0.30034836824052
"1795","379236","spp_759",0.347392746713012
"1799","646881","spp_1294",0.343917249003425
"1801","207278","spp_415",0.35155316744931
"1802","678736","spp_1358",0.436238173395395
"1803","615208","spp_1231",0.348943753633648
"1805","855550","spp_1712",0.356313543859869
"1807","979486","spp_1959",0.284526522271335
"1808","659744","spp_1320",0.286481809336692
"1809","55866","spp_112",0.280615429859608
"1813","244582","spp_490",0.259576419834048
"1817","666396","spp_1333",0.376112996367738
"1820","645435","spp_1291",0.35604981915094
"1821","672016","spp_1345",0.285721816122532
"1822","913432","spp_1827",0.214532347861677
"1828","541345","spp_1083",0.338983849389479
"1830","838242","spp_1677",0.3382122234907
"1835","399174","spp_799",0.427436680300161
"1836","110809","spp_222",0.287850733380765
"1839","482298","spp_965",0.28653517877683
"1840","667159","spp_1335",0.321500947000459
"1844","646862","spp_1294",0.343917249003425
"1846","127662","spp_256",0.254925041459501
"1847","172917","spp_346",0.351143214385957
"1849","532636","spp_1066",0.226867447374389
"1858","151866","spp_304",0.254803674528375
"1861","496957","spp_994",0.319533977191895
"1863","570423","spp_1141",0.196994591737166
"1864","811006","spp_1623",0.405145169002935
"1865","407825","spp_816",0.292624251917005
"1868","214220","spp_429",0.34031590889208
"1869","639242","spp_1279",0.27573649934493
"1871","527286","spp_1055",0.369244974572212
"1874","659780","spp_1320",0.286481809336692
"1876","41936","spp_84",0.360225877957419
"1877","992338","spp_1985",0.22328587830998
"1878","69479","spp_139",0.288534032646567
"1879","799732","spp_1600",0.225473704747856
"1882","812898","spp_1626",0.223491510609165
"1887","469616","spp_940",0.276404356351122
"1895","922727","spp_1846",0.277630682336167
"1901","480330","spp_961",0.362648454494774
"1903","193003","spp_387",0.349759106058627
"1906","531336","spp_1063",0.313478997908533
"1908","698620","spp_1398",0.298493659123778
"1911","421738","spp_844",0.326822330709547
"1912","281135","spp_563",0.31234718975611
"1913","997485","spp_1995",0.241801214404404
"1914","219462","spp_439",0.370697938837111
